keywords,len
,1
Huoxiang Zhengqi Oral Liquid HXZQOL,5
mosquito bite dermatitis,3
quercetin,1
JUN,1
IL17 signaling pathway,3
anti cellular inflammation experiment,4
INFLAMMATION,1
APIGENIN,1
ivermectin,1
ribavirin,1
acyclovir,1
ferruginol,1
directacting antivirals,2
hosttargeting antivirals,2
drug combinations,2
CHIKV,1
ZIKV,1
HHV2,1
PERFORMANCE LIQUIDCHROMATOGRAPHY,2
AROMATIC ABIETANE DITERPENOIDS,3
IMPORTIN ALPHABETA,2
REPLICATION,1
DERIVATIVES,1
FERRUGINOL,1
INHIBITOR,1
COVID19,1
PLASMA,1
REDUCE,1
CatSper,1
steroids,1
human sperm,2
highthroughput screening,2
calcium signaling,2
pharmacophore modelling,2
acrosome reaction,2
HUMAN SPERMATOZOA,2
MALEINFERTILITY,1
CA2 CHANNEL,2
PROGESTERONE,1
ACTIVATION,1
PLASMA,1
RECEPTOR,1
SERUM,1
RESPONSIVENESS,1
IDENTIFICATION,1
RNAseq,1
Transcriptome,1
Turbot,1
Enteromyxum scophthalmi,2
Myxozoa,1
Pathogenesis,1
ACUTEPHASE RESPONSE,2
INTESTINAL EPITHELIALCELLS,2
EXPERIMENTALINFECTION,1
EXTRACELLULARMATRIX,1
ENTERIC PARASITE,2
NEUROENDOCRINE SYSTEM,2
ICTALURUSPUNCTATUS,1
LEISHMANIADONOVANI,1
EXPRESSION ANALYSIS,2
CHANNEL CATFISH,2
Kangaroo,1
Liver fluke,2
Crossspecies transmission,2
Drug resistance,2
FASCIOLAHEPATICA INFECTIONS,2
TRICLABENDAZOLE RESISTANCE,2
CHALLENGE INFECTIONS,2
COPROANTIGEN ELISA,2
SHEEP,1
IMMATURE,1
EFFICACY,1
DIAGNOSIS,1
ANIMALS,1
ANTHELMINTICS,1
chemoprophylaxis vaccination with sporozoites,4
malaria,1
Plasmodium falciparum,2
primaquine,1
chloroquine,1
HUMAN MALARIA,2
HUMAN VOLUNTEERS,2
PROTECTION,1
IMMUNIZATION,1
CHALLENGE,1
BLOOD,1
CHLOROQUINE,1
PRIMAQUINE,1
MOSQUITOS,1
HUMANS,1
Auranofin,1
Thioredoxin reductase,2
Nonsmall cell lung cancer,4
Mutant p53,2
Oxidative stress,2
Cancer cell death,3
TRIETHYLPHOSPHINE GOLD AURANOFIN,3
THIOREDOXIN REDUCTASE 1,3
TUMORSUPPRESSOR,1
DRUGRESISTANCE,1
INVITRO,1
EXPRESSION,1
INHIBITOR,1
APOPTOSIS,1
GLUTATHIONE,1
PROMOTES,1
biosimilars,1
cancer drugs,2
COVID19,1
drug expenditures,2
pandemic,1
public policy,2
,1
,1
CEREBRAL INFARCTION,2
SIGNALING PATHWAY,2
EXPRESSION,1
POLYMORPHISMS,1
COAGULATION,1
DATABASE,1
RISK,1
IDENTIFICATION,1
METABOLOMICS,1
ANTIOXIDANT,1
Sanjin tablets,2
urinary tract infections,3
chemical profiling,2
LCMSn,1
network pharmacology,2
molecular docking,2
AKTPROTEIN KINASEB,2
PROTEINKINASE,1
IDENTIFICATION,1
QUERCETIN,1
CHROMATOGRAPHY,1
CONSTITUENTS,1
METABOLITES,1
FLAVONOIDS,1
ACIDS,1
Orbital floor,2
Orbital fracture,2
Bone graft,2
Iliac crest,2
Mandibular outer table,3
Silastic block,2
Titanium mesh,2
,1
Biomarker,1
Discovery,1
Stroke,1
Cerebrovascular disease,2
Ischemic stroke,2
Patent foramen ovale,3
PFO,1
Mass spectrometry,2
Proteomics,1
Albumin,1
HIGHDENSITYLIPOPROTEIN,1
HIGHTHROUGHPUT,1
OPPORTUNITIES,1
DISCOVERY,1
PEPTIDES,1
INSIGHTS,1
DISEASE,1
PLASMA,1
CELLS,1
HEART,1
Neglected diseases,2
Research and development,3
BRICS,1
Bibliometric analysis,2
TROPICAL DISEASES,2
TUBERCULOSIS,1
Knowledge management,2
Knowledge flow,2
Hightech industries,2
INNOVATION PERFORMANCE,2
PATENT CITATION,2
INFORMATION,1
MANAGEMENT,1
TECHNOLOGY,1
IMPACTS,1
SYSTEMS,1
MODEL,1
,1
,1
Genome editing,2
biotechnology entrepreneurship,2
South Korea,2
intellectual property,2
scientific virtue,2
commercialization,1
ZINCFINGER PROTEINS,2
HISTORY,1
TECHNOLOGY,1
CONSTRUCTION,1
POLITICS,1
NATIONALISM,1
SCIENCE,1
DESIGN,1
POLICY,1
CELLS,1
Convolutional neural network CNN,4
Triplet neural network,3
Trademark TM infringement,3
Trademark management,2
contentbased image retrieval CBIR,4
FEATURES,1
SCALE,1
trade and health,3
health policy,2
European Union,2
United States,2
LIBERALIZATION,1
POLICY,1
TIME,1
Micro scale extraction,3
PM25,1
Persistent organic pollutants,3
Mexico,1
POLYCYCLIC AROMATICHYDROCARBONS,2
ORGANOCHLORINE PESTICIDES,2
STOCKHOLM CONVENTION,2
ANALYTICALCHEMISTRY,1
SOLVENTEXTRACTION,1
AIRBORNE PARTICLES,2
DESIGN,1
SAMPLE,1
PBDES,1
CHINA,1
SMEs,1
financing,1
financial ecology,2
,1
,1
RETROSPECTIVE COHORT,2
COST,1
,1
POWER,1
NPY336,1
PVAX,1
hind limb ischemia,3
angiogenesis,1
functional blood flow,3
CHRONIC MYOCARDIALISCHEMIA,2
SWINE MODEL,2
THERAPEUTIC ANGIOGENESIS,2
POLYMER NANOPARTICLES,2
Y NPY,2
GROWTH,1
HYPERCHOLESTEROLEMIA,1
APOPTOSIS,1
PERFUSION,1
DELIVERY,1
Entrepreneurship,1
Firm performance,2
General selfefficacy,2
Survival,1
Job creation,2
Innovation,1
PERSONALITYTRAITS,1
FIRM PERFORMANCE,2
MEDIATING ROLE,2
SURVIVAL,1
GROWTH,1
CREATIVITY,1
MOTIVATION,1
ATTITUDES,1
SUCCESS,1
CULTURE,1
Young innovative company,3
Academic spinoff,2
New venture growth,3
Survival rate,2
Regional public policies,3
MANAGEMENT TEAM COMPOSITION,3
RESEARCHANDDEVELOPMENT,1
ENTREPRENEURIAL ORIENTATION,2
FIRM SURVIVAL,2
PERFORMANCE,1
TECHNOLOGY,1
CAPABILITIES,1
IMPACT,1
STRATEGIES,1
MORTALITY,1
,1
CHILDREN,1
hair thinning,2
telogen effluvium,2
Ganoderma lucidum,2
Linum usitatissimum L,3
Cynara scolymus L,3
Galeopsis segetum Neck,3
rutin,1
ornithine,1
ANDROGENETIC ALOPECIA,2
HAIR LOSS,2
POLYAMINES,1
NUTRITION,1
HEALTH,1
SERUM,1
IRON,1
ZINC,1
Cancer,1
Chemotherapeutic agent,2
Cytotoxicity,1
Drug delivery systems,3
Multidrug resistance,2
Nanocarriers,1
Nanotechnology,1
Nucleic acid,2
Reticuloendothelial system,2
Targeted drug delivery,3
Tumor,1
SOLID LIPID NANOPARTICLES,3
MAGNETIC NANOPARTICLES,2
POLYMERIC MICELLES,2
INVITRO,1
HYDROGEL NANOPARTICLES,2
PLGA NANOPARTICLES,2
CARBON NANOTUBES,2
CLINICALTRIALS,1
BREASTCANCER,1
QUANTUM DOTS,2
Hepatitis C,2
Access to medicine,3
Tiered pricing,2
Voluntary licensing,2
Universal access,2
Health equity,2
Africa,1
,1
diving,1
decompression sickness,2
desaturation,1
oxygen window,2
preconditioning,1
CIRCULATING VENOUS BUBBLES,3
MAXIMAL OXYGENUPTAKE,2
PATENT FORAMEN OVALE,3
LARGE BLOODVESSELS,2
NEUTROPHIL ACTIVATION,2
ENDOTHELIAL DYSFUNCTION,2
DARK CHOCOLATE,2
LUMINAL ASPECT,2
SICKNESS,1
EXERCISE,1
Cerebral revascularization,2
Bypass,1
Vertebrobasilar artery,2
Dissecting aneurysm,2
Treatment,1
Surgical algorithm,2
BYPASS,1
OCCLUSION,1
OUTCOMES,1
SERIES,1
Current density,2
Dynamic membrane formation,3
Membrane fouling,2
Membrane bioreactors,2
FORMING DYNAMIC MEMBRANE,3
FILTRATION RESISTANCE,2
ELECTROCOAGULATION,1
IMPROVEMENT,1
BEHAVIOR,1
REMOVAL,1
QUALITY,1
IMPACT,1
UNIT,1
,1
STREPTOCOCCUSPNEUMONIAE VIRULENCE,2
ACUTE LUNG INJURY,3
IMMUNOMODULATORY PROPERTIES,2
UPDATED RECOMMENDATIONS,2
ADVISORYCOMMITTEE,1
CONJUGATE VACCINE,2
CLINICALPRACTICE,1
EPITHELIALCELLS,1
PROTECTS MICE,2
ACTIVATION,1
MRDT,1
Fever,1
Malaria,1
Demand,1
Social groups,2
Providers,1
Community members,2
,1
xenogeneic epitopes,2
calcification,1
oxidative injury,2
bioprosthetic heart valves,3
IMMUNERESPONSE,1
BOVINE PERICARDIUM,2
AORTICVALVE,1
WILDTYPE,1
INVITRO,1
PORCINE,1
COLLAGEN,1
XENOTRANSPLANTATION,1
IMPLANTATION,1
LEAFLETS,1
history of France,3
Napoleonic wars,2
militaryhistorical anthropology,2
partisans,1
Soult,1
Florian,1
Bory de SaintVincent,3
,1
,1
,1
substrate,1
container,1
Darcys law,2
strain gauge,2
seedling,1
PICEAGLAUCA SEEDLINGS,2
PHYSICALPROPERTIES,1
SPHAGNUM PEAT,2
GROWTH,1
MANAGEMENT,1
PERLITE,1
AMER1 gene,2
case report,2
congenital heart disease,3
KCNE1 gene,2
wholeexome sequencing,2
,1
,1
INTELLECTUAL PROPERTY,2
ECONOMICANALYSIS,1
TITLE SYSTEMS,2
LAND,1
COPYRIGHT,1
PATENT,1
LAW,1
REGISTRATION,1
RIGHTS,1
RULES,1
,1
,1
,1
PROGRAM,1
PREP,1
RISK,1
COVID19,1
network pharmacology,2
UPLCQ,1
TOFMS,1
Yupingfeng Powder,2
TRADITIONAL CHINESE MEDICINE,3
DRUG TARGET IDENTIFICATION,3
ASTRAGALOSIDE IV,2
WEB SERVER,2
RADIX,1
EXTRACT,1
POLYSACCHARIDES,1
PROFILES,1
WOGONIN,1
GAMMA,1
Medication,1
Compound shortacting oral contraceptives,4
Obstetrics and gynecology,3
Big data,2
ESTRADIOL VALERATE,2
ETHINYL ESTRADIOL,2
Artificial intelligence,2
advance robot direct interface controller,5
interface,1
rotation per minute,3
hexadecimal,1
interfacing technique tool machining robot,5
American standard code for information interchange,6
general user interface,3
autonomous computer numeric control,4
oil country tubular goods,4
,1
Aortoiliac occlusive disease,3
iliac stent,2
internal iliac artery atherosclerosis,4
major adverse limb events,4
WALL SHEARSTRESS,2
ENDOVASCULAR TREATMENT,2
MURRAYS LAW,2
STANDARDS,1
ATHEROSCLEROSIS,1
CONSENSUS,1
SOCIETY,1
LESIONS,1
Reciprocating compressor,2
Piston pump,2
Liquid piston,2
Hybrid power machine,3
Cooling,1
Indicator efficiency,2
Flow rate,2
HEATTRANSFER,1
AIR,1
OIL,1
EFFICIENCY,1
,1
PATENT FORAMEN OVALE,3
EMBOLISM,1
SOLUBILITY,1
WATER,1
Technological innovations,2
Energy consumption,2
NARDL,1
Institutional performance,2
BRICS countries,2
FINANCIAL DEVELOPMENT,2
EMPIRICALEVIDENCE,1
CO2 EMISSIONS,2
TECHNOLOGICALINNOVATION,1
TRADE OPENNESS,2
TIMESERIES,1
IMPACT,1
INCOME,1
SUSTAINABILITY,1
GROWTH,1
robotic and autonomous systems,4
drones,1
crawlers,1
remotely operated vehicles,3
Internet of Robotic Things,4
data governance,2
user interface,2
international standards,2
DATA GOVERNANCE,2
Pregnancy,1
Unwanted,1
Unintended,1
Termination,1
Unsafe abortion,2
Womens health,2
,1
opioid,1
overdose,1
naloxone,1
emergency medical services,3
first responder,2
HOSPITAL CARDIACARREST,2
PROGRAMS PROVIDING NALOXONE,3
UNITEDSTATES,1
EXPANDED ACCESS,2
PREVENTION,1
DRUG,1
LAW,1
RESUSCITATION,1
SURVIVAL,1
STROKE,1
barometric pressure,2
climate change,2
endangered autochthonous breed,3
genetic diversity,2
gust speed,2
HispanoArabian horse breed,3
livestock,1
temperatures,1
average wind speed,3
EFFECTIVE POPULATIONSIZE,2
RANGE SHIFTS,2
PEDIGREE,1
ADAPTATION,1
TEMPERATURE,1
VARIABILITY,1
CONSERVATION,1
EVOLUTION,1
COANCESTRY,1
PLASTICITY,1
,1
FOURIERTRANSFORM RAMAN,2
SHOCKWAVES,1
VELOCITYMEASUREMENTS,1
GLOBAL VELOCIMETRY,2
ALKALI ATOMS,2
D2 LINES,2
LASER,1
INTERFEROMETER,1
SPECTROSCOPY,1
ULTRAFAST,1
Liver tissue engineering,3
Vascular reconstruction,2
Endothelialization,1
Decellularized livers,2
Transplantation,1
PRIMARY HUMAN HEPATOCYTES,3
EXTRACELLULARMATRIX,1
ENDOTHELIALCELLS,1
PORCINE KIDNEYS,2
PLASMAPROTEINS,1
HEPG2 CELLS,2
BINDING,1
DECELLULARIZATION,1
PREDICTIVITY,1
ANTITHROMBIN,1
Rheumatoid arthritis,2
Rab5a,1
Internalization of TLR4,3
Xiaowugui decoction,2
Macrophage,1
TOLLLIKE RECEPTORS,2
NFKAPPAB,1
REGULATORY FACTOR3,2
INFLAMMATION,1
ACTIVATION,1
MECHANISMS,1
INDUCTION,1
PATHWAYS,1
20R25methoxyldammarane3 beta12 beta20triol,3
Anticancer mechanisms,2
Isolation and identification,3
Metabolites,1
Panax ginseng,2
HUMAN INTESTINAL MICROFLORA,3
ANTITUMORACTIVITY,1
PANAXNOTOGINSENG,1
NATURALPRODUCT,1
GINSENG,1
20S25METHOXYLDAMMARANE3BETA,1
BIOTRANSFORMATION,1
PHARMACOKINETICS,1
PROTOPANAXADIOL,1
IDENTIFICATION,1
cell alignment,2
clinical trials,2
intestine,1
muscle,1
nerve,1
vascular tissue,2
OXYGEN GENERATING SCAFFOLDS,3
INTRACELLULAR CALCIUM,2
NEURITE ALIGNMENT,2
NETWORK FORMATION,2
ORIENTATION,1
ADHESION,1
MECHANOTRANSDUCTION,1
BIOMATERIALS,1
CURVATURE,1
HYDROGELS,1
Axillary dissection,2
breast cancer,2
methylene blue dye,3
sentinel node,2
NEOADJUVANT CHEMOTHERAPY,2
AXILLARY DISSECTION,2
SURGERY,1
VALIDATION,1
SUBAREOLAR,1
MANAGEMENT,1
INJECTION,1
Atlantic salmon,2
fish welfare,2
genetic resistance,2
policy instruments,2
regulation,1
salmon lice,2
selective breeding,2
GENETICRESOURCES,1
PROTECTION,1
ACCESS,1
EFFICIENCY,1
,1
INSECTICIDETREATED NETS,2
BED NETS,2
COUNTRIES,1
,1
,1
generic drugs,2
health expenditures,2
pharmaceutical policies,2
prices,1
BRANDNAME DRUGS,2
MEDICARE PART D,3
POTENTIAL SAVINGS,2
HEALTHCARE,1
CANCER DRUGS,2
PHARMACEUTICAL POLICY,2
PATIENTS PERCEPTIONS,2
HIGHCOST,1
MEDICINES,1
COUNTRIES,1
Network pharmacology,2
Osteoarthritis,1
Panlongqi Tablet PLQT,3
Inflammation,1
Cartilage,1
Subchondral bone,2
TOLLLIKE RECEPTORS,2
CHONDROCYTES,1
SYNOVITIS,1
PERLECAN,1
PATHWAY,1
Immune homeostasis,2
Acute lung injury,3
NLRP3 inflammasome,2
Pyroptosis,1
Th17 Treg balance,3
Zukamu granules,2
NETWORK PHARMACOLOGY,2
PREDICTION,1
eHealth,1
electronic prescription,2
process modeling,2
state diagram,2
COVID19,1
vaccination,1
vaccine,1
medical,1
communication,1
platform,1
,1
counterfeit goods,2
illicit trafficking,2
infringement of intellectual property rights,5
copyright holder,2
consumer,1
forgery,1
SHADOW ECONOMY,2
Legal form,2
Minimum capital requirements,3
Signaling,1
Access to debt,3
Financial constraints,2
CREDIT MARKETS,2
CONSTRAINTS,1
PATENTS,1
RISK,1
ENTRY,1
AVAILABILITY,1
EQUILIBRIUM,1
COMPETITION,1
VALUATION,1
FOUNDERS,1
extravascular lung water,3
fluid responsiveness,2
global enddiastolic volume,3
hemodynamic monitoring,2
preload responsiveness,2
shock,1
EXTRAVASCULAR LUNG WATER,3
ENDDIASTOLIC VOLUME,2
FLUID RESPONSIVENESS,2
CRITICALLYILL,1
PULSE PRESSURE,2
MECHANICAL VENTILATION,2
BLOODVOLUME,1
INFANTS,1
THERMODILUTION,1
MORTALITY,1
Grounded theory,2
Chaos theory,2
COVID19,1
Technological response,2
Theory of technological response and progress in chaos,8
,1
kinematics,1
joint angles,2
biofeedback,1
locomotion,1
fetlock,1
IMU,1
variability,1
range of motion,3
gait analysis,2
lameness,1
INDUCED FORELIMB LAMENESS,3
3DIMENSIONAL KINEMATICS,2
DISTAL PORTION,2
LOCOMOTION,1
SYSTEM,1
WALK,1
AGREEMENT,1
ELEVATION,1
TREADMILL,1
MOVEMENT,1
Noam Chomsky,2
intellectual engagement,2
political activism,2
pandemic,1
ethos,1
,1
infertility,1
intrauterine insemination,2
IUI,1
progesterone,1
unexplained infertility,2
ovarian stimulation,2
INVITRO FERTILIZATION,2
SERUM PROGESTERONE,2
PHYSIOLOGICAL TRIGGER,2
PLASMA PROGESTERONE,2
GONADOTROPIN,1
RISE,1
CYCLES,1
RATES,1
PROBABILITY,1
GESTATIONS,1
Mandatory vaccination,2
Fundamental rights,2
COVID19,1
Vaccine geopolitics,2
Justice,1
EXEMPTIONS,1
Nobel Prize,2
Controversy,1
Antidiabetic hormone,2
antisemitism,1
Pancreina,1
Insulin,1
ANTISEMITISM,1
Industrial Property,2
Patent,1
Trademark,1
Technology,1
Commercialization,1
,1
,1
,1
antibiotic resistance,2
pointofcare diagnosis,2
narrowspectrum drugs,2
monopoly pricing,2
ADJUVANTS,1
AngioVac R,2
thrombus,1
thrombectomy,1
cardiopulmonary bypass,2
cerebral protection,2
patent foramen,2
,1
,1
COPYRIGHT PROTECTION,2
COMPUTERPROGRAMS,1
FAIRUSE,1
ART,1
LAW,1
,1
DATA PROTECTION,2
Trademarks,1
Value indicators,2
Trademark lifecycle,2
Pharmaceutical industry,2
RESEARCHANDDEVELOPMENT,1
BRAND EXTENSION,2
MARKET VALUE,2
PRODUCT PREANNOUNCEMENT,2
INTELLECTUAL PROPERTY,2
SAMPLE SELECTION,2
INNOVATION,1
PERFORMANCE,1
PATENTS,1
SERVICES,1
Pharmaceuticals,1
Incremental innovation,2
Market exclusivity,2
Patents,1
D PRESCRIPTION BENEFIT,3
COSTEFFECTIVENESS,1
PATENT PROTECTION,2
ESCITALOPRAM,1
CITALOPRAM,1
PRICE,1
MEDICATION,1
PRODUCTS,1
INDUSTRY,1
DEMAND,1
Endogenous Growth,2
Intellectual Property Rights,3
Trade,1
Dynamic Game,2
GLOBAL PATENT PROTECTION,3
RESEARCHANDDEVELOPMENT,1
RIGHTS PROTECTION,2
INTERNATIONAL PROTECTION,2
INNOVATION,1
TECHNOLOGY,1
MODEL,1
POLITICIANS,1
IMITATION,1
Collaboration,1
Patents,1
Technological innovation,2
Power grids,2
Knowledge engineering,2
Economics,1
Social networking online,3
Evolution,1
smart grids SGs,3
network structure,2
patent collaboration network,3
social network analysis SNA,4
OPTIMAL POWERFLOW,2
MANAGEMENT RESEARCH,2
ENERGY MANAGEMENT,2
RENEWABLE ENERGY,2
OPEN INNOVATION,2
WORLD NETWORK,2
INDUSTRY,1
IMPACT,1
TECHNOLOGIES,1
CHALLENGES,1
intellectual property rights,3
patents,1
designs,1
trademarks,1
economic development,2
firm growth,2
ECONOMICGROWTH,1
INNOVATION,1
TRADEMARKS,1
INDICATOR,1
SMES,1
Differenceindifferences,1
Intellectual property rights protection,4
Manufacturing firmsindustry,2
Productivity,1
Trade liberalization,2
PATENT PROTECTION,2
FINANCIAL DEVELOPMENT,2
INTERNATIONALTRADE,1
INTERMEDIATE INPUTS,2
LEVEL PRODUCTIVITY,2
ECONOMICGROWTH,1
INNOVATION,1
QUALITY,1
FIRMS,1
INSTITUTIONS,1
network theory,2
intellectual property,2
subsidiaries,1
internal networks,2
smallworldness,1
pharmaceuticals,1
RESEARCHANDDEVELOPMENT,1
SMALLWORLD,1
COLLABORATION NETWORKS,2
MULTINATIONALENTERPRISE,1
DEVELOPMENT STRATEGIES,2
KNOWLEDGE SPILLOVERS,2
ABSORPTIVECAPACITY,1
PATENT PROTECTION,2
JOINT VENTURES,2
COUNTRY,1
CO2 Emissions,2
Green patent,2
STIRPAT Model,2
Regional effect,2
IMPACT FACTORS,2
INNOVATION,1
ENERGY,1
POPULATION,1
STIRPAT,1
CONSUMPTION,1
SPILLOVERS,1
DIFFUSION,1
US,1
Technology strategy,2
Bibliometrics,1
Animal health,2
Tech mining,2
Semantic TRIZ,2
PATENT LANDSCAPE ANALYSIS,3
TECHNOLOGY,1
INNOVATION,1
CLAIMS,1
SYNBIOTICS,1
PREBIOTICS,1
TRENDS,1
Access to medicinal products,4
Intellectual property,2
TRIPS flexibilities,2
WHO,1
African region,2
,1
Limiting effect,2
Scope of protection,3
Patent claim,2
Doctrine of Equivalents,3
Subjectmatter of a claim,4
Preamble and technical features section of a claim,8
Prior art,2
,1
Incentives,1
pharmaceutical innovation,2
Epogen,1
empirical research,2
pharmaceutical industry,2
POLICY,1
Open innovation,2
IPRs,1
Knowledge spillovers,2
RD,1
,1
Environmental protection tax,3
Corporate green technology innovation,4
RD investment,2
Innovative human capital,3
Financing constraints,2
,1
Human right,2
Intellectual Property,2
Health Right,2
Right to Life,3
Patents,1
,1
,1
,1
3D printing,2
intellectual property rights,3
blockchain,1
conceptual platform framework,3
TECHNOLOGY,1
BUSINESS,1
ARCHITECTURE,1
CHALLENGES,1
MODULARITY,1
GOVERNMENT,1
INNOVATION,1
SERVICES,1
INTERNET,1
MODELS,1
,1
LOCAL SEARCH,2
PATENT,1
LAW,1
TECHNOLOGIES,1
EXPLORATION,1
CREATIVITY,1
PSYCHOLOGY,1
KNOWLEDGE,1
TESTS,1
TOO,1
,1
PROPERTY RULES,2
LIABILITY RULES,2
LAW,1
COPYRIGHT,1
PSYCHOLOGY,1
INNOVATION,1
Intellectual property rights,3
Innovation,1
RD,1
Economic growth,2
Metaanalysis,1
RESEARCHANDDEVELOPMENT,1
ECONOMICGROWTH,1
PATENT PROTECTION,2
TECHNOLOGYTRANSFER,1
SPILLOVERS,1
INVESTMENT,1
PRODUCTIVITY,1
KNOWLEDGE,1
DEMAND,1
INDUCE,1
Intellectual property rights,3
Taxation,1
Innovation,1
Economic growth,2
E62,1
H20,1
O30,1
O31,1
RESEARCHANDDEVELOPMENT,1
TECHNOLOGYTRANSFER,1
ENDOGENOUS GROWTH,2
ECONOMICGROWTH,1
PROTECTION,1
POLICY,1
LOCATION,1
PATENTS,1
TRADE,1
Innovation,1
New products,2
Commercialization,1
Employment protection laws,3
Institutions,1
Small firms,2
INSTITUTIONBASED VIEW,2
INNOVATION PERFORMANCE,2
CORPORATE GOVERNANCE,2
KNOWLEDGE SOURCES,2
FIRM PERFORMANCE,2
LABORMARKETS,1
IMPACT,1
CAPABILITIES,1
ENGAGEMENT,1
MANAGEMENT,1
digital innovation,2
green total factor productivity,4
resource allocation efficiency,3
digital patent,2
INTELLECTUAL PROPERTY,2
TECHNOLOGY,1
PROTECTION,1
GROWTH,1
MODELS,1
FIRMS,1
shielded band sprayer,3
healthy food,2
selective plant protection,3
HERBICIDES,1
FOOD,1
access to medicine,3
ChinaUS trade disputes,3
regulatory exclusivities,2
undisclosed test data,3
TRIPS Agreement,2
,1
Human rights,2
health,1
human rights impact assessment,4
intellectual property,2
international trade,2
affordable medicines,2
HEALTH,1
ACCESS,1
POLICY,1
,1
,1
China,1
history,1
institutionbased view,2
intellectual property rights IPR,4
United States,2
INSTITUTIONBASED VIEW,2
CHINA,1
INNOVATION,1
PROTECTION,1
STRATEGIES,1
EVOLUTION,1
INVENTION,1
AMERICA,1
PATENTS,1
POLICY,1
Intellectual property rights,3
Income inequality,2
Endogenous growth,2
Nonhomothetic preferences,2
Consumption pattern,2
RESEARCHANDDEVELOPMENT,1
INEQUALITY,1
PROTECTION,1
PATENTS,1
IMPACT,1
China,1
Intellectual property,2
Legal transplanting,2
Local communities,2
Patent law,2
Traditional medical knowledge,3
INTERNATIONALLAW,1
TRIPS AGREEMENT,2
LEGAL,1
RIGHTS,1
TRADE,1
HEALTH,1
PRESERVATION,1
CONFUCIANISM,1
RENAISSANCE,1
INNOVATIONS,1
Intellectual property rights,3
patent law,2
traditional knowledge,2
WIPO,1
India,1
Traditional Knowledge Digital Library,4
REFORMULATION REGIME,2
PROPERTYRIGHTS,1
GOVERNMENT,1
PATENTS,1
IGC,1
IP,1
data exclusivity,2
clinical trial data,3
regulatory approval,2
pharmaceutical industry,2
access to medicines,3
TRIPS Plus,2
intellectual property rights,3
INTELLECTUAL PROPERTYRIGHTS,2
INNOVATION,1
PROTECTION,1
PHARMACEUTICALS,1
,1
ESSENTIAL MEDICINES,2
DEVELOPINGNATIONS,1
ACCESS,1
THAILAND,1
BRAZIL,1
INNOVATION,1
PATENTS,1
CANADA,1
vaccine hoarding,2
patent protection,2
neoliberalism,1
financialisation,1
inequalities,1
COVID19,1
,1
,1
,1
Secrecy,1
Innovation,1
Appropriability,1
Secrecy management lifecycle,3
RESEARCHANDDEVELOPMENT,1
INTELLECTUAL PROPERTY,2
PRODUCT DEVELOPMENT,2
EMPIRICALEVIDENCE,1
PATENTS,1
INNOVATION,1
FIRMS,1
APPROPRIABILITY,1
MECHANISMS,1
STRATEGIES,1
Anti dumping sanctions,3
USChina trade conflict,3
Innovation,1
Patents,1
Products,1
INTELLECTUAL PROPERTYRIGHTS,2
IMPACT,1
COMPETITION,1
KNOWLEDGE,1
PATENTS,1
PERFORMANCE,1
BARRIERS,1
DUTIES,1
PANEL,1
Economic growth,2
R  D,3
Firmheterogeneity,1
Innovation by incumbents,3
IPR policy,2
INTELLECTUAL PROPERTYRIGHTS,2
SCHUMPETERIAN MODEL,2
PATENT PROTECTION,2
COMPETITION,1
POLICY,1
INDUSTRY,1
PRODUCTIVITY,1
FIRMS,1
R  D internationalization,4
Intellectual property rights IPR,4
Knowledge spillovers,2
Productivity performance,2
Emerging economies,2
GEOGRAPHIC SCOPE,2
OUTWARD FDI,2
INNOVATION,1
PERFORMANCE,1
PATENTS,1
DIVERSIFICATION,1
APPROPRIABILITY,1
COLLABORATION,1
INVENTORS,1
LOCATION,1
access and benefit sharing,4
farmers rights,2
Nigeria,1
plant breeders rights,3
plant variety protection,3
TRIPS,1
FARMERS RIGHTS,2
COMMUNITY,1
LEGAL,1
Intellectual property,2
patents,1
pandemic,1
COVID19,1
right to health,3
,1
,1
,1
American Aircraft Industry,3
Boeing Corporation,2
Manufacturers Aircraft Association,3
tariff policy,2
Wright patent,2
protectionism,1
COMPETITION,1
CHINA,1
industrial application,2
lowpressure plasmas,2
medical  pharmaceutical sector,4
planetary protection,2
sterilization,1
BACILLUSSUBTILIS SPORES,2
N2O2 GASMIXTURE,2
DEINOCOCCUSRADIODURANS,1
FLOWING AFTERGLOW,2
BACTERIALSPORES,1
GASEOUS PLASMA,2
OPERATIVE TIME,2
INACTIVATION,1
DECONTAMINATION,1
COMPLICATIONS,1
Antitrust,1
Consumer protection,2
Deception,1
FTC,1
Intellectual property,2
Mergers,1
HOSPITAL MERGERS,2
COMPETITION,1
Counterfeit products,2
Indonesian trademark law,3
Intellectual property law,3
,1
,1
ENVIRONMENTALPROTECTION,1
TECHNICAL CHANGE,2
CLIMATECHANGE,1
CO2 EMISSIONS,2
POLICIES,1
COMPETITION,1
TECHNOLOGY,1
MARKET,1
LESSONS,1
Innovation,1
Disclosures,1
Search,1
Incentives,1
Policy,1
Open innovation,2
OPEN SOURCE SOFTWARE,3
KNOWLEDGE EVIDENCE,2
PATENT PROTECTION,2
LOCAL SEARCH,2
ECONOMICS,1
UNCERTAINTY,1
EXPLORATION,1
IMPACT,1
COMMUNITIES,1
PERFORMANCE,1
Urban green innovation,3
Regional difference,2
Distribution dynamic,2
Convergence,1
Green patent,2
ECOINNOVATION,1
EMPIRICALEVIDENCE,1
